hilbert_level,ensemble_size,sigma,final_loss,effective_rank,total_dim,rank_fraction,time_sec
6,1,32.0,0.012008067220449448,66.63396453857422,128,0.5205778479576111,21.907938718795776
6,1,48.0,0.008886737748980522,84.02835083007812,128,0.6564714908599854,19.923556804656982
6,1,64.0,0.006480729673057795,95.84965515136719,128,0.7488254308700562,19.689582586288452
8,1,32.0,0.011955405585467815,66.65567016601562,128,0.5207474231719971,20.207117557525635
8,1,48.0,0.008614706806838512,84.04345703125,128,0.6565895080566406,19.63543939590454
8,1,64.0,0.0062593431212008,95.83036804199219,128,0.748674750328064,21.138936042785645
10,1,32.0,0.012279214337468147,66.65411376953125,128,0.5207352638244629,20.369001626968384
10,1,48.0,0.008832002058625221,84.0422134399414,128,0.6565797924995422,20.81997776031494
10,1,64.0,0.006381356157362461,95.83319854736328,128,0.7486968636512756,22.605324268341064
